,index_left,N_,ENDERECO,BAIRRO,CIDADE,NUCLEO,PROTOCOLO,SECRETARIA,DATA,DATA_ATEND,HORA,FLAGRANTE,MODIFICADO,ORIGINAL,NATUREZA,date,score,hex,NOME,geometry
196,1171.0,1216.0,"R. PEDRO ELOY DE SOUZA, 830",BAIRRO ALTO,CURITIBA,Boa Vista,04598/2015,SMDS,11-03-2015,2015-03-11,20:00:00,NÃO,,,Alagamento,2020 -08 -17,99,88a831342dfffff,BOA VISTA,"POLYGON ((-49.203525042364134 -25.419957534158147, -49.19937227075969 -25.417241886831043, -49.200231258651726 -25.41270602494891, -49.2052429176444 -25.41088589757767, -49.20939556873341 -25.413601631583255, -49.20853668135452 -25.41813740627123, -49.203525042364134 -25.419957534158147))"
196,1925.0,1988.0,TERMINAL BAIRRO ALTO,BOA VISTA,CURITIBA,Boa Vista,00116/2010,SMMA,03-01-2010,2010-01-03,16:40:00,NÃO,,,Alagamento,2020 -08 -17,99,88a831342dfffff,BOA VISTA,"POLYGON ((-49.203525042364134 -25.419957534158147, -49.19937227075969 -25.417241886831043, -49.200231258651726 -25.41270602494891, -49.2052429176444 -25.41088589757767, -49.20939556873341 -25.413601631583255, -49.20853668135452 -25.41813740627123, -49.203525042364134 -25.419957534158147))"
197,344.0,350.0,"R. LUIZ BARRETO MURAT, 1",BAIRRO ALTO,CURITIBA,Boa Vista,21394/2010,SMDS,13-12-2010,2010-12-13,12:00:00,NÃO,,,Alagamento,2020 -05 -05,99,88a8313429fffff,BOA VISTA,"POLYGON ((-49.212689338731025 -25.420852703142568, -49.20853668135452 -25.41813740627123, -49.20939556873341 -25.413601631583255, -49.21440701294771 -25.411781241029132, -49.21855954967884 -25.414496624609257, -49.21770076285037 -25.41903231202434, -49.212689338731025 -25.420852703142568))"
197,488.0,502.0,"R. DOUTOR EDUARDO MENDES GONÇALVES, 638",BAIRRO ALTO,CURITIBA,Boa Vista,18542/2012,SMMA,08-12-2012,2012-12-08,17:34:00,NÃO,,,Alagamento,2020 -05 -05,99,88a8313429fffff,BOA VISTA,"POLYGON ((-49.212689338731025 -25.420852703142568, -49.20853668135452 -25.41813740627123, -49.20939556873341 -25.413601631583255, -49.21440701294771 -25.411781241029132, -49.21855954967884 -25.414496624609257, -49.21770076285037 -25.41903231202434, -49.212689338731025 -25.420852703142568))"
197,499.0,513.0,"R. ADA MACAGGI, 4",BAIRRO ALTO,CURITIBA,Boa Vista,18226/2012,SMDS,02-12-2012,2012-12-02,20:50:00,NÃO,,,Alagamento,2020 -05 -05,99,88a8313429fffff,BOA VISTA,"POLYGON ((-49.212689338731025 -25.420852703142568, -49.20853668135452 -25.41813740627123, -49.20939556873341 -25.413601631583255, -49.21440701294771 -25.411781241029132, -49.21855954967884 -25.414496624609257, -49.21770076285037 -25.41903231202434, -49.212689338731025 -25.420852703142568))"
197,785.0,816.0,"A. ADA MACAGGI, 121",BAIRRO ALTO,CURITIBA,Boa Vista,12546/2016,SMDS,23-07-2016,2016-07-23,07:25:00,NÃO,,,Alagamento,2020 -05 -05,99,88a8313429fffff,BOA VISTA,"POLYGON ((-49.212689338731025 -25.420852703142568, -49.20853668135452 -25.41813740627123, -49.20939556873341 -25.413601631583255, -49.21440701294771 -25.411781241029132, -49.21855954967884 -25.414496624609257, -49.21770076285037 -25.41903231202434, -49.212689338731025 -25.420852703142568))"
197,1888.0,1951.0,"R. DOUTOR EDUARDO MENDES GONÇALVES, 611",BAIRRO ALTO,CURITIBA,Boa Vista,00339/2015,SMDS,06-01-2015,2015-01-06,19:30:00,NÃO,,,Alagamento,2020 -05 -05,99,88a8313429fffff,BOA VISTA,"POLYGON ((-49.212689338731025 -25.420852703142568, -49.20853668135452 -25.41813740627123, -49.20939556873341 -25.413601631583255, -49.21440701294771 -25.411781241029132, -49.21855954967884 -25.414496624609257, -49.21770076285037 -25.41903231202434, -49.212689338731025 -25.420852703142568))"
198,344.0,350.0,"R. LUIZ BARRETO MURAT, 1",BAIRRO ALTO,CURITIBA,Boa Vista,21394/2010,SMDS,13-12-2010,2010-12-13,12:00:00,NÃO,,,Alagamento,2020 -04 -26,100,88a8313429fffff,BOA VISTA,"POLYGON ((-49.212689338731025 -25.420852703142568, -49.20853668135452 -25.41813740627123, -49.20939556873341 -25.413601631583255, -49.21440701294771 -25.411781241029132, -49.21855954967884 -25.414496624609257, -49.21770076285037 -25.41903231202434, -49.212689338731025 -25.420852703142568))"
198,488.0,502.0,"R. DOUTOR EDUARDO MENDES GONÇALVES, 638",BAIRRO ALTO,CURITIBA,Boa Vista,18542/2012,SMMA,08-12-2012,2012-12-08,17:34:00,NÃO,,,Alagamento,2020 -04 -26,100,88a8313429fffff,BOA VISTA,"POLYGON ((-49.212689338731025 -25.420852703142568, -49.20853668135452 -25.41813740627123, -49.20939556873341 -25.413601631583255, -49.21440701294771 -25.411781241029132, -49.21855954967884 -25.414496624609257, -49.21770076285037 -25.41903231202434, -49.212689338731025 -25.420852703142568))"
198,499.0,513.0,"R. ADA MACAGGI, 4",BAIRRO ALTO,CURITIBA,Boa Vista,18226/2012,SMDS,02-12-2012,2012-12-02,20:50:00,NÃO,,,Alagamento,2020 -04 -26,100,88a8313429fffff,BOA VISTA,"POLYGON ((-49.212689338731025 -25.420852703142568, -49.20853668135452 -25.41813740627123, -49.20939556873341 -25.413601631583255, -49.21440701294771 -25.411781241029132, -49.21855954967884 -25.414496624609257, -49.21770076285037 -25.41903231202434, -49.212689338731025 -25.420852703142568))"
198,785.0,816.0,"A. ADA MACAGGI, 121",BAIRRO ALTO,CURITIBA,Boa Vista,12546/2016,SMDS,23-07-2016,2016-07-23,07:25:00,NÃO,,,Alagamento,2020 -04 -26,100,88a8313429fffff,BOA VISTA,"POLYGON ((-49.212689338731025 -25.420852703142568, -49.20853668135452 -25.41813740627123, -49.20939556873341 -25.413601631583255, -49.21440701294771 -25.411781241029132, -49.21855954967884 -25.414496624609257, -49.21770076285037 -25.41903231202434, -49.212689338731025 -25.420852703142568))"
198,1888.0,1951.0,"R. DOUTOR EDUARDO MENDES GONÇALVES, 611",BAIRRO ALTO,CURITIBA,Boa Vista,00339/2015,SMDS,06-01-2015,2015-01-06,19:30:00,NÃO,,,Alagamento,2020 -04 -26,100,88a8313429fffff,BOA VISTA,"POLYGON ((-49.212689338731025 -25.420852703142568, -49.20853668135452 -25.41813740627123, -49.20939556873341 -25.413601631583255, -49.21440701294771 -25.411781241029132, -49.21855954967884 -25.414496624609257, -49.21770076285037 -25.41903231202434, -49.212689338731025 -25.420852703142568))"
199,116.0,118.0,"R. ANIBAL GOULART MAIA FILHO, 1",BAIRRO ALTO,CURITIBA,Boa Vista,23910/2009,SMDS,17-12-2009,2009-12-17,00:21:00,NÃO,,,Alagamento,2020 -08 -18,100,88a8313405fffff,BOA VISTA,"POLYGON ((-49.221853305791996 -25.42174725841096, -49.21770076285037 -25.41903231202434, -49.21855954967884 -25.414496624609257, -49.22357077887057 -25.412675970922056, -49.22772320103688 -25.41539100404781, -49.22686451479611 -25.41992660411125, -49.221853305791996 -25.42174725841096))"
199,121.0,123.0,"R. OZÓRIO DUQUE ESTRADA, 1166",JARDIM SOCIAL,CURITIBA,Matriz,23905/2009,SMDS,17-12-2009,2009-12-17,00:09:00,NÃO,,,Alagamento,2020 -08 -18,100,88a8313405fffff,BOA VISTA,"POLYGON ((-49.221853305791996 -25.42174725841096, -49.21770076285037 -25.41903231202434, -49.21855954967884 -25.414496624609257, -49.22357077887057 -25.412675970922056, -49.22772320103688 -25.41539100404781, -49.22686451479611 -25.41992660411125, -49.221853305791996 -25.42174725841096))"
200,116.0,118.0,"R. ANIBAL GOULART MAIA FILHO, 1",BAIRRO ALTO,CURITIBA,Boa Vista,23910/2009,SMDS,17-12-2009,2009-12-17,00:21:00,NÃO,,,Alagamento,2020 -05 -13,99,88a8313405fffff,BOA VISTA,"POLYGON ((-49.221853305791996 -25.42174725841096, -49.21770076285037 -25.41903231202434, -49.21855954967884 -25.414496624609257, -49.22357077887057 -25.412675970922056, -49.22772320103688 -25.41539100404781, -49.22686451479611 -25.41992660411125, -49.221853305791996 -25.42174725841096))"
200,121.0,123.0,"R. OZÓRIO DUQUE ESTRADA, 1166",JARDIM SOCIAL,CURITIBA,Matriz,23905/2009,SMDS,17-12-2009,2009-12-17,00:09:00,NÃO,,,Alagamento,2020 -05 -13,99,88a8313405fffff,BOA VISTA,"POLYGON ((-49.221853305791996 -25.42174725841096, -49.21770076285037 -25.41903231202434, -49.21855954967884 -25.414496624609257, -49.22357077887057 -25.412675970922056, -49.22772320103688 -25.41539100404781, -49.22686451479611 -25.41992660411125, -49.221853305791996 -25.42174725841096))"
201,126.0,128.0,"R. PEDRO ELOY DE SOUZA, 1325",BAIRRO ALTO,CURITIBA,Boa Vista,23900/2009,SMDS,16-12-2009,2009-12-17,23:46:00,NÃO,,,Alagamento,2020 -03 -05,99,88a8313467fffff,BOA VISTA,"POLYGON ((-49.206818858737044 -25.42720816959896, -49.202666080795645 -25.424492959419307, -49.203525042364134 -25.419957534158147, -49.20853668135452 -25.41813740627123, -49.212689338731025 -25.420852703142568, -49.211830477691386 -25.425388041198755, -49.206818858737044 -25.42720816959896))"
201,383.0,392.0,"R. RIO NEGRO, 120",BAIRRO ALTO,CURITIBA,Boa Vista,21119/2015,SMDS,22-10-2015,2015-10-22,12:45:00,NÃO,,,Alagamento,2020 -03 -05,99,88a8313467fffff,BOA VISTA,"POLYGON ((-49.206818858737044 -25.42720816959896, -49.202666080795645 -25.424492959419307, -49.203525042364134 -25.419957534158147, -49.20853668135452 -25.41813740627123, -49.212689338731025 -25.420852703142568, -49.211830477691386 -25.425388041198755, -49.206818858737044 -25.42720816959896))"
201,485.0,499.0,"R. ADA MACAGGI, 928",BAIRRO ALTO,CURITIBA,Boa Vista,18559/2012,SMDS,08-12-2012,2012-12-08,17:38:00,NÃO,,,Alagamento,2020 -03 -05,99,88a8313467fffff,BOA VISTA,"POLYGON ((-49.206818858737044 -25.42720816959896, -49.202666080795645 -25.424492959419307, -49.203525042364134 -25.419957534158147, -49.20853668135452 -25.41813740627123, -49.212689338731025 -25.420852703142568, -49.211830477691386 -25.425388041198755, -49.206818858737044 -25.42720816959896))"
201,592.0,612.0,"R. PEDRO ELOY DE SOUZA, 1325",BAIRRO ALTO,CURITIBA,Boa Vista,17570/2013,SMDS,21-09-2013,2013-09-21,19:24:00,NÃO,,,Alagamento,2020 -03 -05,99,88a8313467fffff,BOA VISTA,"POLYGON ((-49.206818858737044 -25.42720816959896, -49.202666080795645 -25.424492959419307, -49.203525042364134 -25.419957534158147, -49.20853668135452 -25.41813740627123, -49.212689338731025 -25.420852703142568, -49.211830477691386 -25.425388041198755, -49.206818858737044 -25.42720816959896))"
201,1054.0,1096.0,"R. MARCO POLO, 61",BAIRRO ALTO,CURITIBA,Boa Vista,06306/2011,SMDS,02-04-2011,2011-04-02,17:53:00,NÃO,,,Alagamento,2020 -03 -05,99,88a8313467fffff,BOA VISTA,"POLYGON ((-49.206818858737044 -25.42720816959896, -49.202666080795645 -25.424492959419307, -49.203525042364134 -25.419957534158147, -49.20853668135452 -25.41813740627123, -49.212689338731025 -25.420852703142568, -49.211830477691386 -25.425388041198755, -49.206818858737044 -25.42720816959896))"
201,1173.0,1218.0,"R. ADA MACAGGI, 928",BAIRRO ALTO,CURITIBA,Boa Vista,04587/2013,SMDS,16-03-2013,2013-03-16,19:16:00,NÃO,,,Alagamento,2020 -03 -05,99,88a8313467fffff,BOA VISTA,"POLYGON ((-49.206818858737044 -25.42720816959896, -49.202666080795645 -25.424492959419307, -49.203525042364134 -25.419957534158147, -49.20853668135452 -25.41813740627123, -49.212689338731025 -25.420852703142568, -49.211830477691386 -25.425388041198755, -49.206818858737044 -25.42720816959896))"
202,126.0,128.0,"R. PEDRO ELOY DE SOUZA, 1325",BAIRRO ALTO,CURITIBA,Boa Vista,23900/2009,SMDS,16-12-2009,2009-12-17,23:46:00,NÃO,,,Alagamento,2020 -03 -22,100,88a8313467fffff,BOA VISTA,"POLYGON ((-49.206818858737044 -25.42720816959896, -49.202666080795645 -25.424492959419307, -49.203525042364134 -25.419957534158147, -49.20853668135452 -25.41813740627123, -49.212689338731025 -25.420852703142568, -49.211830477691386 -25.425388041198755, -49.206818858737044 -25.42720816959896))"
202,383.0,392.0,"R. RIO NEGRO, 120",BAIRRO ALTO,CURITIBA,Boa Vista,21119/2015,SMDS,22-10-2015,2015-10-22,12:45:00,NÃO,,,Alagamento,2020 -03 -22,100,88a8313467fffff,BOA VISTA,"POLYGON ((-49.206818858737044 -25.42720816959896, -49.202666080795645 -25.424492959419307, -49.203525042364134 -25.419957534158147, -49.20853668135452 -25.41813740627123, -49.212689338731025 -25.420852703142568, -49.211830477691386 -25.425388041198755, -49.206818858737044 -25.42720816959896))"
202,485.0,499.0,"R. ADA MACAGGI, 928",BAIRRO ALTO,CURITIBA,Boa Vista,18559/2012,SMDS,08-12-2012,2012-12-08,17:38:00,NÃO,,,Alagamento,2020 -03 -22,100,88a8313467fffff,BOA VISTA,"POLYGON ((-49.206818858737044 -25.42720816959896, -49.202666080795645 -25.424492959419307, -49.203525042364134 -25.419957534158147, -49.20853668135452 -25.41813740627123, -49.212689338731025 -25.420852703142568, -49.211830477691386 -25.425388041198755, -49.206818858737044 -25.42720816959896))"
202,592.0,612.0,"R. PEDRO ELOY DE SOUZA, 1325",BAIRRO ALTO,CURITIBA,Boa Vista,17570/2013,SMDS,21-09-2013,2013-09-21,19:24:00,NÃO,,,Alagamento,2020 -03 -22,100,88a8313467fffff,BOA VISTA,"POLYGON ((-49.206818858737044 -25.42720816959896, -49.202666080795645 -25.424492959419307, -49.203525042364134 -25.419957534158147, -49.20853668135452 -25.41813740627123, -49.212689338731025 -25.420852703142568, -49.211830477691386 -25.425388041198755, -49.206818858737044 -25.42720816959896))"
202,1054.0,1096.0,"R. MARCO POLO, 61",BAIRRO ALTO,CURITIBA,Boa Vista,06306/2011,SMDS,02-04-2011,2011-04-02,17:53:00,NÃO,,,Alagamento,2020 -03 -22,100,88a8313467fffff,BOA VISTA,"POLYGON ((-49.206818858737044 -25.42720816959896, -49.202666080795645 -25.424492959419307, -49.203525042364134 -25.419957534158147, -49.20853668135452 -25.41813740627123, -49.212689338731025 -25.420852703142568, -49.211830477691386 -25.425388041198755, -49.206818858737044 -25.42720816959896))"
202,1173.0,1218.0,"R. ADA MACAGGI, 928",BAIRRO ALTO,CURITIBA,Boa Vista,04587/2013,SMDS,16-03-2013,2013-03-16,19:16:00,NÃO,,,Alagamento,2020 -03 -22,100,88a8313467fffff,BOA VISTA,"POLYGON ((-49.206818858737044 -25.42720816959896, -49.202666080795645 -25.424492959419307, -49.203525042364134 -25.419957534158147, -49.20853668135452 -25.41813740627123, -49.212689338731025 -25.420852703142568, -49.211830477691386 -25.425388041198755, -49.206818858737044 -25.42720816959896))"
203,584.0,604.0,"R. CEL FRANCISCO DE PAULA MOURA BRITTO, 918",BACACHERI,CURITIBA,Boa Vista,17590/2013,SMDS,22-09-2013,2013-09-22,02:32:00,NÃO,,,Alagamento,2020 -07 -03,99,88a8313407fffff,BOA VISTA,"POLYGON ((-49.22772320103688 -25.41539100404781, -49.22357077887057 -25.412675970922056, -49.22442949147572 -25.408139934280065, -49.22944052564727 -25.406319018173026, -49.233592826957825 -25.409034138054988, -49.23273421496192 -25.413570087277403, -49.22772320103688 -25.41539100404781))"
203,585.0,605.0,"R. FAGUNDES VARELA, 1641",BACACHERI,CURITIBA,Boa Vista,17588/2013,SMDS,22-09-2013,2013-09-22,01:38:00,NÃO,,,Alagamento,2020 -07 -03,99,88a8313407fffff,BOA VISTA,"POLYGON ((-49.22772320103688 -25.41539100404781, -49.22357077887057 -25.412675970922056, -49.22442949147572 -25.408139934280065, -49.22944052564727 -25.406319018173026, -49.233592826957825 -25.409034138054988, -49.23273421496192 -25.413570087277403, -49.22772320103688 -25.41539100404781))"
204,584.0,604.0,"R. CEL FRANCISCO DE PAULA MOURA BRITTO, 918",BACACHERI,CURITIBA,Boa Vista,17590/2013,SMDS,22-09-2013,2013-09-22,02:32:00,NÃO,,,Alagamento,2020 -08 -01,100,88a8313407fffff,BOA VISTA,"POLYGON ((-49.22772320103688 -25.41539100404781, -49.22357077887057 -25.412675970922056, -49.22442949147572 -25.408139934280065, -49.22944052564727 -25.406319018173026, -49.233592826957825 -25.409034138054988, -49.23273421496192 -25.413570087277403, -49.22772320103688 -25.41539100404781))"
204,585.0,605.0,"R. FAGUNDES VARELA, 1641",BACACHERI,CURITIBA,Boa Vista,17588/2013,SMDS,22-09-2013,2013-09-22,01:38:00,NÃO,,,Alagamento,2020 -08 -01,100,88a8313407fffff,BOA VISTA,"POLYGON ((-49.22772320103688 -25.41539100404781, -49.22357077887057 -25.412675970922056, -49.22442949147572 -25.408139934280065, -49.22944052564727 -25.406319018173026, -49.233592826957825 -25.409034138054988, -49.23273421496192 -25.413570087277403, -49.22772320103688 -25.41539100404781))"
205,82.0,84.0,"R. JOSÉ VERÍSSIMO, 1352",BAIRRO ALTO,CURITIBA,Boa Vista,23986/2009,SMDS,17-12-2009,2009-12-17,22:30:00,NÃO,,,Alagamento,2020 -03 -19,99,88a831355bfffff,BOA VISTA,"POLYGON ((-49.1976542471218 -25.426312824489976, -49.19350135508243 -25.423597263824238, -49.194360417142484 -25.419061751436843, -49.19937227075969 -25.417241886831043, -49.203525042364134 -25.419957534158147, -49.202666080795645 -25.424492959419307, -49.1976542471218 -25.426312824489976))"
205,174.0,176.0,"R. JOSÉ VERÍSSIMO, 1658",BAIRRO ALTO,CURITIBA,Boa Vista,22004/2010,SMDS,22-12-2010,2010-12-22,18:20:00,NÃO,,,Alagamento,2020 -03 -19,99,88a831355bfffff,BOA VISTA,"POLYGON ((-49.1976542471218 -25.426312824489976, -49.19350135508243 -25.423597263824238, -49.194360417142484 -25.419061751436843, -49.19937227075969 -25.417241886831043, -49.203525042364134 -25.419957534158147, -49.202666080795645 -25.424492959419307, -49.1976542471218 -25.426312824489976))"
205,179.0,181.0,"R. EPAMINONDAS SANTOS, 2990",BAIRRO ALTO,CURITIBA,Boa Vista,21997/2010,SMDS,22-12-2010,2010-12-22,17:25:00,NÃO,,,Alagamento,2020 -03 -19,99,88a831355bfffff,BOA VISTA,"POLYGON ((-49.1976542471218 -25.426312824489976, -49.19350135508243 -25.423597263824238, -49.194360417142484 -25.419061751436843, -49.19937227075969 -25.417241886831043, -49.203525042364134 -25.419957534158147, -49.202666080795645 -25.424492959419307, -49.1976542471218 -25.426312824489976))"
205,286.0,291.0,"R. SEBASTIÃO ALVES FERREIRA, 2911",BAIRRO ALTO,CURITIBA,Boa Vista,21775/2009,SMDS,19-11-2009,2009-11-19,22:19:00,NÃO,,,Alagamento,2020 -03 -19,99,88a831355bfffff,BOA VISTA,"POLYGON ((-49.1976542471218 -25.426312824489976, -49.19350135508243 -25.423597263824238, -49.194360417142484 -25.419061751436843, -49.19937227075969 -25.417241886831043, -49.203525042364134 -25.419957534158147, -49.202666080795645 -25.424492959419307, -49.1976542471218 -25.426312824489976))"
205,343.0,349.0,"R. JOSÉ VERÍSSIMO, 3313",BAIRRO ALTO,CURITIBA,Boa Vista,21396/2010,SMDS,13-12-2010,2010-12-13,12:30:00,NÃO,,,Alagamento,2020 -03 -19,99,88a831355bfffff,BOA VISTA,"POLYGON ((-49.1976542471218 -25.426312824489976, -49.19350135508243 -25.423597263824238, -49.194360417142484 -25.419061751436843, -49.19937227075969 -25.417241886831043, -49.203525042364134 -25.419957534158147, -49.202666080795645 -25.424492959419307, -49.1976542471218 -25.426312824489976))"
205,350.0,357.0,"R. EPAMINONDAS SANTOS, 3316",BAIRRO ALTO,CURITIBA,Boa Vista,21381/2010,SMDS,13-12-2010,2010-12-13,12:30:00,NÃO,,,Alagamento,2020 -03 -19,99,88a831355bfffff,BOA VISTA,"POLYGON ((-49.1976542471218 -25.426312824489976, -49.19350135508243 -25.423597263824238, -49.194360417142484 -25.419061751436843, -49.19937227075969 -25.417241886831043, -49.203525042364134 -25.419957534158147, -49.202666080795645 -25.424492959419307, -49.1976542471218 -25.426312824489976))"
205,482.0,496.0,"R. RIO NEGRO, 963",BAIRRO ALTO,CURITIBA,Boa Vista,18573/2012,SMDS,08-12-2012,2012-12-08,19:42:00,NÃO,,,Alagamento,2020 -03 -19,99,88a831355bfffff,BOA VISTA,"POLYGON ((-49.1976542471218 -25.426312824489976, -49.19350135508243 -25.423597263824238, -49.194360417142484 -25.419061751436843, -49.19937227075969 -25.417241886831043, -49.203525042364134 -25.419957534158147, -49.202666080795645 -25.424492959419307, -49.1976542471218 -25.426312824489976))"
205,981.0,1021.0,"R. SEBASTIÃO ALVES FERREIRA, 3072",BAIRRO ALTO,CURITIBA,Boa Vista,06546/2010,SMDS,23-04-2010,2010-04-23,13:15:00,NÃO,,,Alagamento,2020 -03 -19,99,88a831355bfffff,BOA VISTA,"POLYGON ((-49.1976542471218 -25.426312824489976, -49.19350135508243 -25.423597263824238, -49.194360417142484 -25.419061751436843, -49.19937227075969 -25.417241886831043, -49.203525042364134 -25.419957534158147, -49.202666080795645 -25.424492959419307, -49.1976542471218 -25.426312824489976))"
205,982.0,1022.0,"R. SEBASTIÃO ALVES FERREIRA, 3040",BAIRRO ALTO,CURITIBA,Boa Vista,06555/2010,SMDS,23-04-2010,2010-04-23,12:50:00,NÃO,,,Alagamento,2020 -03 -19,99,88a831355bfffff,BOA VISTA,"POLYGON ((-49.1976542471218 -25.426312824489976, -49.19350135508243 -25.423597263824238, -49.194360417142484 -25.419061751436843, -49.19937227075969 -25.417241886831043, -49.203525042364134 -25.419957534158147, -49.202666080795645 -25.424492959419307, -49.1976542471218 -25.426312824489976))"
205,983.0,1023.0,"R. ADILIO RAMOS, 3313",BAIRRO ALTO,CURITIBA,Boa Vista,06554/2010,SMDS,23-04-2010,2010-04-23,11:50:00,NÃO,,,Alagamento,2020 -03 -19,99,88a831355bfffff,BOA VISTA,"POLYGON ((-49.1976542471218 -25.426312824489976, -49.19350135508243 -25.423597263824238, -49.194360417142484 -25.419061751436843, -49.19937227075969 -25.417241886831043, -49.203525042364134 -25.419957534158147, -49.202666080795645 -25.424492959419307, -49.1976542471218 -25.426312824489976))"
205,1000.0,1041.0,"R. SEBASTIÃO ALVES FERREIRA, 3079",BAIRRO ALTO,CURITIBA,Boa Vista,06508/2010,SMDS,23-04-2010,2010-04-23,11:23:00,NÃO,,,Alagamento,2020 -03 -19,99,88a831355bfffff,BOA VISTA,"POLYGON ((-49.1976542471218 -25.426312824489976, -49.19350135508243 -25.423597263824238, -49.194360417142484 -25.419061751436843, -49.19937227075969 -25.417241886831043, -49.203525042364134 -25.419957534158147, -49.202666080795645 -25.424492959419307, -49.1976542471218 -25.426312824489976))"
